accession,message,sample_name,sample_title,bioproject_accession,organism,isolate,geographic_location,collection_date,depth,env_broad_scale,env_local_scale,env_medium,geo_loc_me,isolation_source,lat_lon,chlorophyll,collection_method,conduc,diss_oxygen,nitrate,nitrite,ph,samp_collect_device,samp_store_temp,silicate,size_frac,soluble_react_phosp,source_material_id,sulfate,sulfide,suspend_part_matter,temp,tidal_stage,tot_depth_water_col,tot_diss_nitro,tot_nitro,tot_phosp,turbidity,water_current,description,completeness(%),contamition_(%),strain_heterogeneity_(%),size_(mbp),no._of_contigs,gc_content_(%),n50,file,derived_from
SAMN41711534,Successfully loaded,BACL27 sp._LV_3_8. Ndere Island_2022,LV_3_samp_4309_8. Ndere Island_2022,PRJNA1119566,BACL27 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R1,79.06,16.81,90.91,1.773797,413,50,4799,samp_4309_metabat2_175,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659672  (SRA SUB14491329)
SAMN41711535,Successfully loaded,MAG-120802 sp016870835_LV_3_8. Ndere Island_2022,LV_3_samp_4309_8. Ndere Island_2022,PRJNA1119566,MAG-120802 sp016870835,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R1,84.05,8.73,87.5,0.938528,206,47.6,4982,samp_4309_metabat2_185,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659672  (SRA SUB14491329)
SAMN41711536,Successfully loaded,Cyanobium sp._LV_3_8. Ndere Island_2022,LV_3_samp_4309_8. Ndere Island_2022,PRJNA1119566,Cyanobium sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R1,75.32,1.55,88.89,1.883443,420,63.1,4950,samp_4309_metabat2_210,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659672  (SRA SUB14491329)
SAMN41711537,Successfully loaded,Dolichospermum sp._LV_3_8. Ndere Island_2022,LV_3_samp_4309_8. Ndere Island_2022,PRJNA1119566,Dolichospermum sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R1,81.21,7.96,25,3.267858,4214,37.6,918,samp_4309_VAMB_662,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659672  (SRA SUB14491329)
SAMN41711538,Successfully loaded,MAG-120802 sp._LV_3_8. Ndere Island_2022,LV_3_samp_4309_8. Ndere Island_2022,PRJNA1119566,MAG-120802 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R1,75,1.72,100,1.01523,177,46,9800,samp_4309_VAMB_733,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659672  (SRA SUB14491329)
SAMN41711539,Successfully loaded,ER46 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,ER46 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.28,2.08,16.67,3.216712,1264,72,2917,samp_4310_concoct_629,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711540,Successfully loaded,UBA2093 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,UBA2093 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,86.13,19.91,40,2.010823,924,67.4,2486,samp_4310_concoct_670,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711541,Successfully loaded,CADCWF01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,CADCWF01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,82.79,0,0,4.163744,738,71.3,7642,samp_4310_concoct_673,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711542,Successfully loaded,Cyanobiaceae bacterium_LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,Cyanobiaceae bacterium,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,86.1,1.96,54.55,2.395239,711,69.5,4075,samp_4310_concoct_701,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711543,Successfully loaded,VGZA01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,VGZA01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,80.78,4.2,16.67,4.523158,1630,57.9,3253,samp_4310_concoct_729,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711544,Successfully loaded,ELB16-189 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,ELB16-189 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,79.02,4.4,17.39,2.47772,956,53,2996,samp_4310_concoct_737,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711545,Successfully loaded,Pirellula_B sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,Pirellula,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.71,1.35,33.33,4.538251,1477,52.6,3797,samp_4310_concoct_758,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711546,Successfully loaded,ATZT02 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,ATZT02 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.64,4.88,35.29,1.221693,474,35.5,3025,samp_4310_concoct_780,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711547,Successfully loaded,SYHX01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,SYHX01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.37,2.65,25,1.305464,399,51.9,4074,samp_4310_concoct_797,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711548,Successfully loaded,67-14 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,67-14 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,86.25,1.98,57.14,1.653067,496,66.8,4163,samp_4310_concoct_835,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711549,Successfully loaded,Cyanobium sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,Cyanobium sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,78.9,19.51,48.48,3.084375,866,63.3,3532,samp_4310_maxbin_197,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711550,Successfully loaded,JAFMJV01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,JAFMJV01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.17,0,0,2.935493,372,74.6,10595,samp_4310_metabat2_114,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711551,Successfully loaded,UBA966 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,UBA966 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,75.29,2.11,33.33,2.103945,359,72.5,7191,samp_4310_metabat2_121,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711552,Successfully loaded,CAIUKV01 sp016870595_LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,CAIUKV01 sp016870595,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,91.83,2.1,0,2.55041,387,73.9,8715,samp_4310_metabat2_157,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711553,Successfully loaded,Mxb001 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,Mxb001 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,86.85,1.26,0,2.714884,411,71.3,8683,samp_4310_metabat2_15,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711554,Successfully loaded,BACL27 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,BACL27 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,76.23,19.09,92.59,1.761121,395,50.1,5088,samp_4310_metabat2_16,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711555,Successfully loaded,Nanopelagicus sp016870895_LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,nopelagicus sp016870895,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,76.02,0,0,0.975059,93,40.8,17485,samp_4310_metabat2_33,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711556,Successfully loaded,BACL27 sp._LV_4_8. Ndere Island_2022_1,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,BACL27 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,89.91,0.85,0,1.680211,125,73,16271,samp_4310_metadecoder_546,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711557,Successfully loaded,QWPN01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,QWPN01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,84.22,2.87,0,2.889549,313,72,11904,samp_4310_semibin_300,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711558,Successfully loaded,SYFI01 sp._LV_4_8. Ndere Island_2022,LV_4_samp_4310_8. Ndere Island_2022,PRJNA1119566,SYFI01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2331_34.49639,144.37 (ug/L),Van dorn collection,140.02(uS/cm),6.9mg/L,26.1 (ug/L),,7.1,Van dorn,-80 degree C,,0.22 micron,37.8(ug/L),,,,,24.8degree C,,6.8m,,,,14.1NTU,,Site 17 Mid-shore R2,93.53,0.86,100,1.78898,129,71.7,19552,samp_4310_semibin_364,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659673  (SRA SUB14491329)
SAMN41711559,Successfully loaded,CAINEC01 sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,CAINEC01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,78.05,2.42,12.5,2.311108,761,51.4,3793,samp_4311_concoct_332,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711560,Successfully loaded,ER46 sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,ER46 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,81.51,5.94,36.36,3.781189,1532,68.2,2803,samp_4311_concoct_342,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711561,Successfully loaded,CAIUSP01 sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,CAIUSP01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,75.65,1.32,0,1.384141,514,64,3083,samp_4311_concoct_375,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711562,Successfully loaded,Sediminibacterium sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,Sediminibacterium sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,90.22,0.25,100,2.430402,561,43.8,6258,samp_4311_concoct_388,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711563,Successfully loaded,67-14 sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,67-14 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,75,2.76,25,1.53839,524,66.8,3674,samp_4311_concoct_391,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711564,Successfully loaded,CAINVI01 sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,CAINVI01 sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,85.99,10.08,80.95,2.726093,858,46.7,3944,samp_4311_concoct_400,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711565,Successfully loaded,Cyanobium sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,Cyanobium sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,77.91,5.78,67.74,2.07705,489,63,4478,samp_4311_metabat2_10,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
SAMN41711566,Successfully loaded,Mycobacterium sp._LV_5_9. Mid Gulf_2022,LV_5_samp_4311_9. Mid Gulf_2022,PRJNA1119566,Mycobacterium sp.,not_applicable,Kenya:Lake Victoria,2022-06-25T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.2466_34.60327,33.86 (ug/L),Van dorn collection,144.7(uS/cm),7.17mg/L,32.1 (ug/L),,7.6,Van dorn,-80 degree C,,0.22 micron,43.5(ug/L),,,,,25degree C,,6.8m,,,,14.5NTU,,Site 18 Offshore R1,97.11,1.02,87.5,3.568138,225,69.8,24303,samp_4311_semibin_196,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659674  (SRA SUB14491329)
