"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"196","samp_4323_concoct_185","samp_4323","3. Homa Bay Water Intake","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","UBA967","",82.32,3.66,50,2.579049,1010,58.4,2982,"UBA967 sp._LV_17_3. Homa Bay Water Intake_2022","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA,"Spartobacteria bacterium","PRJNA1119566","SAMN41711699",2022
"197","samp_4323_concoct_198","samp_4323","3. Homa Bay Water Intake","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",84.36,19.8,85.45,2.471507,1191,61.1,2185,"JACTMZ01 sp._LV_17_3. Homa Bay Water Intake_2022","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711700",2022
"198","samp_4323_concoct_228","samp_4323","3. Homa Bay Water Intake","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","","",76.37,7.24,54.55,2.734359,1367,69.1,2158,"UBA1268 bacterium_LV_17_3. Homa Bay Water Intake_2022","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711701",2022
"199","samp_4323_metadecoder_402","samp_4323","3. Homa Bay Water Intake","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","",94.25,0,0,3.007915,151,69.9,24142,"QWPN01 sp._LV_17_3. Homa Bay Water Intake_2022","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA,"Pirellulales bacterium","PRJNA1119566","SAMN41711702",2022
"200","samp_4323_semibin_23","samp_4323","3. Homa Bay Water Intake","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhabdaerophilum","",94.18,0.47,66.67,3.174267,204,64.3,22182,"Rhabdaerophilum sp._LV_17_3. Homa Bay Water Intake_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylobacteriaceae","Methylobacterium",NA,"Methylobacterium sp.","PRJNA1119566","SAMN41711703",2022
"201","samp_4323_semibin_5","samp_4323","3. Homa Bay Water Intake","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnohabitans_A","",76.82,1.61,40,2.07359,375,62.9,6349,"Limnohabitans_A sp._LV_17_3. Homa Bay Water Intake_2022","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans",NA,"Limnohabitans sp.","PRJNA1119566","SAMN41711704",2022
"202","samp_4324_concoct_106","samp_4324","3. Homa Bay Water Intake","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","","",81.16,21.49,46.15,3.789425,1865,68.7,2177,"UBA1268 bacterium_LV_18_3. Homa Bay Water Intake_2022","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711705",2022
"203","samp_4324_concoct_141","samp_4324","3. Homa Bay Water Intake","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",83.78,10.81,67.86,2.053476,1015,61.4,2171,"JACTMZ01 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711706",2022
"204","samp_4324_concoct_157","samp_4324","3. Homa Bay Water Intake","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",79.05,1.76,20,1.043692,396,62.8,3165,"Limnocylindrus sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711707",2022
"205","samp_4324_concoct_93","samp_4324","3. Homa Bay Water Intake","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",80.37,2.93,30.77,2.760283,1140,43.9,2807,"ELB16-189 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA,NA,"Cytophagales bacterium","PRJNA1119566","SAMN41711708",2022
"206","samp_4324_concoct_99","samp_4324","3. Homa Bay Water Intake","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA966","",83.81,6.82,42.86,2.420328,1001,72.3,2807,"UBA966 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA,NA,"Phycisphaerales bacterium","PRJNA1119566","SAMN41711709",2022
"207","samp_4324_metabat2_15","samp_4324","3. Homa Bay Water Intake","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","CAIUPE01","",93.89,0.73,25,2.52651,120,56,35185,"CAIUPE01 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA,"Hyphomicrobiales bacterium","PRJNA1119566","SAMN41711710",2022
"208","samp_4324_metadecoder_323","samp_4324","3. Homa Bay Water Intake","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","RFTU01","",84.32,1.18,12.5,2.029824,231,66.1,11761,"RFTU01 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711711",2022
"209","samp_4324_VAMB_346","samp_4324","3. Homa Bay Water Intake","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp003569145",75.71,19.08,75.76,1.087195,1504,44.4,810,"MAG-120802 sp003569145_LV_18_3. Homa Bay Water Intake_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711712",2022
"210","samp_4324_VAMB_398","samp_4324","3. Homa Bay Water Intake","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",77.9,14.46,70.37,1.688225,1183,50,1833,"BACL27 sp._LV_18_3. Homa Bay Water Intake_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711713",2022
"211","samp_4325_concoct_108","samp_4325","H1. Homa Bay Coast","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","RFTU01","",90.52,4.31,23.08,2.620807,839,65.7,3987,"RFTU01 sp._LV_19_H1. Homa Bay Coast_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711714",2022
"212","samp_4325_concoct_110","samp_4325","H1. Homa Bay Coast","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA954","",89.54,9.25,64.71,1.860547,698,57.3,3174,"UBA954 sp._LV_19_H1. Homa Bay Coast_2022","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae",NA,NA,"Burkholderiaceae bacterium","PRJNA1119566","SAMN41711715",2022
"213","samp_4325_concoct_114","samp_4325","H1. Homa Bay Coast","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",78.86,9.84,75,2.082354,1096,61.2,1971,"JACTMZ01 sp._LV_19_H1. Homa Bay Coast_2022","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711716",2022
"214","samp_4325_concoct_134","samp_4325","H1. Homa Bay Coast","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",80.34,12.95,80,1.829242,842,50.1,2384,"BACL27 sp._LV_19_H1. Homa Bay Coast_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711717",2022
"215","samp_4325_concoct_82","samp_4325","H1. Homa Bay Coast","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","",81.41,2.49,40,3.878092,1795,43.4,2342,"Microcystis sp._LV_19_H1. Homa Bay Coast_2022_1","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis",NA,"Microcystis sp.","PRJNA1119566","SAMN41711718",2022
"216","samp_4325_concoct_86","samp_4325","H1. Homa Bay Coast","Bacteria","Chloroflexota","Limnocylindria","Limnocylindrales","Limnocylindraceae","Limnocylindrus","",84.65,2.26,75,1.153564,366,62.7,4129,"Limnocylindrus sp._LV_19_H1. Homa Bay Coast_2022","Bacteria","Chloroflexota",NA,NA,NA,NA,NA,"Chloroflexota bacterium","PRJNA1119566","SAMN41711719",2022
"217","samp_4325_VAMB_299","samp_4325","H1. Homa Bay Coast","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","Nanopelagicus","Nanopelagicus sp016870455",78.83,21.21,56.76,1.398793,564,42.3,5158,"Nanopelagicus sp016870455_LV_19_H1. Homa Bay Coast_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711720",2022
"218","samp_4326_concoct_100","samp_4326","H1. Homa Bay Coast","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA954","",87,7.38,51.85,1.934298,707,57.3,3502,"UBA954 sp._LV_20_H1. Homa Bay Coast_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711721",2022
"219","samp_4326_concoct_128","samp_4326","H1. Homa Bay Coast","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",77.24,16.71,71.79,2.109749,1091,61.2,2014,"JACTMZ01 sp._LV_20_H1. Homa Bay Coast_2022","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41711722",2022
"220","samp_4326_concoct_143","samp_4326","H1. Homa Bay Coast","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",81.2,12.85,86.96,1.869111,899,50.1,2257,"BACL27 sp._LV_20_H1. Homa Bay Coast_2022","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41711723",2022
"221","samp_4326_concoct_146","samp_4326","H1. Homa Bay Coast","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","Nanopelagicus","Nanopelagicus sp016870455",75.01,3.9,85.71,1.132364,320,42.5,4812,"Nanopelagicus sp016870455_LV_20_H1. Homa Bay Coast_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711724",2022
"222","samp_4326_maxbin_35","samp_4326","H1. Homa Bay Coast","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Dolichospermum","",97.22,0.22,0,4.077973,370,37.5,16022,"Dolichospermum sp._LV_20_H1. Homa Bay Coast_2022_2","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Dolichospermum",NA,"Dolichospermum sp.","PRJNA1119566","SAMN41711415",2022
"223","samp_4326_VAMB_294","samp_4326","H1. Homa Bay Coast","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","RFTU01","",90.79,8.93,66.67,2.512188,962,66.1,3983,"RFTU01 sp._LV_20_H1. Homa Bay Coast_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711725",2022
"224","samp_4326_VAMB_363","samp_4326","H1. Homa Bay Coast","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","","",97.02,0.57,100,3.274636,396,66.8,17286,"UBA1268 bacterium_LV_20_H1. Homa Bay Coast_2022","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41711726",2022
"225","samp_4331_concoct_526","samp_4331","6. Mbita West","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","UBA3015","UBA3015","",79.35,18.98,88.89,1.802594,1192,60.5,1424,"UBA3015 sp._LV_21_6. Mbita West_2022","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41711727",2022
"226","samp_4331_concoct_546","samp_4331","6. Mbita West","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",83.45,9.23,64.71,1.906461,988,51.3,1994,"SYHX01 sp._LV_21_6. Mbita West_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711728",2022
"227","samp_4331_concoct_609","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","Methylocystis sp002412985",78.77,1.74,50,1.823802,687,49.2,3194,"Methylocystis sp002412985_LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Methylocystaceae",NA,NA,"Methylocystaceae bacterium","PRJNA1119566","SAMN41711729",2022
"228","samp_4331_concoct_620","samp_4331","6. Mbita West","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA966","",80.15,3.98,60,2.203664,823,72.5,3264,"UBA966 sp._LV_21_6. Mbita West_2022","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales",NA,NA,NA,"Phycisphaerales bacterium","PRJNA1119566","SAMN41711730",2022
"229","samp_4331_concoct_678","samp_4331","6. Mbita West","Archaea","Thermoproteota","Nitrososphaeria","Nitrososphaerales","Nitrosopumilaceae","Nitrosotenuis","",85.6,1.94,50,1.142653,172,40.2,10546,"Nitrosotenuis sp._LV_21_6. Mbita West_2022",NA,NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41711731",2022
"230","samp_4331_metabat2_111","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Alphaproteobacteria","CACIAM-22H2","CACIAM-22H2","CAIOSQ01","",78.61,4.94,64.71,3.97447,804,72.6,5786,"CAIOSQ01 sp._LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711732",2022
"231","samp_4331_metabat2_136","samp_4331","6. Mbita West","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","SM1A02","UBA966","UBA966 sp016873255",84.63,2.87,81.82,2.441055,305,71.8,11244,"UBA966 sp016873255_LV_21_6. Mbita West_2022","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41711733",2022
"232","samp_4331_metabat2_148","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","Nanopelagicus","Nanopelagicus sp016870455",76.72,3.45,100,0.938189,108,42.6,12742,"Nanopelagicus sp016870455_LV_21_6. Mbita West_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711734",2022
"233","samp_4331_metabat2_150","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","",81.96,9.5,33.33,2.330795,367,64.3,8503,"Casp-actino8 sp._LV_21_6. Mbita West_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711735",2022
"234","samp_4331_metabat2_156","samp_4331","6. Mbita West","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882415",78.52,14.76,46.67,1.945143,341,69.3,6789,"Vulcanococcus sp016882415_LV_21_6. Mbita West_2022","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41711736",2022
"235","samp_4331_metabat2_177","samp_4331","6. Mbita West","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","",75.71,11.46,50.98,2.154024,427,69.2,6059,"NIES-981 sp._LV_21_6. Mbita West_2022","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp.","PRJNA1119566","SAMN41711737",2022
"236","samp_4331_metabat2_21","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",84.24,23.21,82.61,2.159989,569,61.6,3953,"F1-60-MAGs027 sp016870295_LV_21_6. Mbita West_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711738",2022
"237","samp_4331_metabat2_24","samp_4331","6. Mbita West","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",79.82,8.2,38.46,2.139716,323,70.6,8362,"Cyanobium sp._LV_21_6. Mbita West_2022","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae",NA,NA,"Synechococcaceae bacterium","PRJNA1119566","SAMN41711739",2022
"238","samp_4331_metabat2_66","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","ZLKRG08","",87.21,1.23,33.33,1.332752,83,44.6,29224,"ZLKRG08 sp._LV_21_6. Mbita West_2022","Bacteria","Actinomycetota","Actinomycetes","Candidatus Nanopelagicales","Candidatus Nanopelagicaceae",NA,NA,"Candidatus Nanopelagicaceae bacterium","PRJNA1119566","SAMN41711740",2022
"239","samp_4331_metadecoder_754","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","F1-60-MAGs149","F1-60-MAGs149","F1-60-MAGs149 sp016870485",88.79,0.29,100,1.981559,98,74.3,25340,"F1-60-MAGs149 sp016870485_LV_21_6. Mbita West_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711741",2022
"240","samp_4331_metadecoder_887","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","","",81.45,1.93,66.67,2.305707,108,68.1,25257,"Burkholderiaceae bacterium_LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"Comamonadaceae bacterium","PRJNA1119566","SAMN41711742",2022
"241","samp_4331_semibin_204","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","UBA2093","",94.02,1.79,0,1.993679,120,68.4,27671,"UBA2093 sp._LV_21_6. Mbita West_2022","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711743",2022
"242","samp_4331_semibin_207","samp_4331","6. Mbita West","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","PNKF01","PNKF01 sp016871915",83.64,12.93,86.36,1.403004,268,68.3,5872,"PNKF01 sp016871915_LV_21_6. Mbita West_2022","Bacteria","Gemmatimonadota",NA,NA,NA,NA,NA,"Gemmatimonadota bacterium","PRJNA1119566","SAMN41711744",2022
"243","samp_4331_semibin_219","samp_4331","6. Mbita West","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","UBA12189","UBA12189 sp014189895",77.89,1.03,100,1.246819,131,46.8,16436,"UBA12189 sp014189895_LV_21_6. Mbita West_2022","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae",NA,NA,"Holophagaceae bacterium","PRJNA1119566","SAMN41711745",2022
"244","samp_4331_semibin_260","samp_4331","6. Mbita West","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","ER46","",93.8,0.14,0,4.118479,449,68.3,12911,"ER46 sp._LV_21_6. Mbita West_2022","Bacteria","Verrucomicrobiota","Opitutae","Opitutales","Opitutaceae",NA,NA,"Opitutaceae bacterium","PRJNA1119566","SAMN41711746",2022
"245","samp_4331_semibin_266","samp_4331","6. Mbita West","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",98.92,1.49,85.71,2.176898,133,41.6,23882,"UBA952 sp._LV_21_6. Mbita West_2022","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41711747",2022
"246","samp_4331_semibin_282","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium","",98.18,0.45,0,3.259707,136,69.9,40940,"Mycobacterium sp._LV_21_6. Mbita West_2022","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium",NA,"Mycobacterium sp.","PRJNA1119566","SAMN41711748",2022
"247","samp_4331_semibin_335","samp_4331","6. Mbita West","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","SXYR01","SXYR01 sp016868855",92.61,0,0,2.03528,90,41.3,54876,"SXYR01 sp016868855_LV_21_6. Mbita West_2022","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41711749",2022
"248","samp_4331_semibin_363","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","CAIUPE01","",92.8,0.42,0,2.521655,124,52.3,35277,"CAIUPE01 sp._LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA,"Hyphomicrobiales bacterium","PRJNA1119566","SAMN41711750",2022
"249","samp_4331_VAMB_1045","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polaromonas","Polaromonas sp016868205",95.76,0.54,50,2.451803,135,62.9,26504,"Polaromonas sp016868205_LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41711751",2022
"250","samp_4331_VAMB_1070","samp_4331","6. Mbita West","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","UBA2093","",88.89,1.28,0,1.855598,65,67.3,55007,"UBA2093 sp._LV_21_6. Mbita West_2022_1","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41711752",2022
"251","samp_4331_VAMB_1079","samp_4331","6. Mbita West","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","JJ008","JJ008 sp016872155",88.52,0.16,100,1.609418,91,48.4,31887,"JJ008 sp016872155_LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales",NA,NA,NA,"Sphingomonadales bacterium","PRJNA1119566","SAMN41711753",2022
"252","samp_4331_VAMB_1143","samp_4331","6. Mbita West","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",76.91,11.55,71.88,2.775385,2092,62.8,1553,"Roseomonas_B sp._LV_21_6. Mbita West_2022","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41711754",2022
